,Soil volumetric water content:,Soil el. conductivity:,Soil Oxygen:,PAR:,Shortwave irradiance:,Mean solar irradiance:,Precipitation since last meas.:,Lightnings since last measurement:,Gust wind speed:,Wind direction (rel. to N):,Average air temp.:,Vapour pressure:,Atmospheric pressure:,Vapour pressure deficit:,Rel. air humidity:,Station X axis orientation:,Leaf humidity:,Soil pH:,Soil humidity NPK:,Soil temp. NPK:,Soil el. conductivity NPK:,Soil Potassium:,Location(lat long alt):,Soil temp. 10cm:,Soil temp 50cm:,Soil temp 80cm:,Surface temp. object:,Air temp.:,Air humidity:,CO2 in air:,Light intensity:,Soil humidity1:,Soil humidity2:,Raindrops2:,Raindrops3:,Spectr. Violet:,Spectr. Blue:,Spectr. Green:,Spectr. Orange:,Spectr. Red:
2159,0.087,5.333333333,23.1865,501.785,393.335,319.5,0.0,0.0,2.496666667,82.05,18.25,1.23,102.05,0.862,58.9472,-0.566666667,1.171,7.0,0.0,15.2,0.0,0.0,44.176,13.938,15.125,14.4065,14.91,20.186,55.517,0.0,65536.0,7.0,61.5,0.0,0.0,39879.0,33682.0,65535.0,65535.0,31766.0
2172,0.087,5.5,23.24733333,0.0365,0.0,0.0,0.0,0.0,2.356666667,72.55,9.916666667,1.0725,101.8033333,0.158,87.348,-0.4,4.2704,6.8625,0.0,6.35,0.0,0.0,44.176,14.7035,15.063,14.375,7.945,9.003,90.698,0.0,65536.0,9.5,63.33333333,0.0,0.0,36811.5,28549.0,65535.0,65535.0,26331.66667
2178,0.087,5.0,23.25,10.28933333,6.722,6.0,0.0,0.0,1.1675,290.4,9.6,1.068,101.5325,0.10175,91.0812,-0.4,33.51325,6.872,0.0,4.666666667,0.0,0.0,44.176,14.20866667,15.125,14.375,8.15,9.427,96.083,0.0,842.0,10.0,63.25,0.0,0.0,33025.0,26436.66667,65535.0,65535.0,24445.8
2191,0.087,5.25,22.7035,0.0,0.0,0.0,0.0,0.0,0.878,255.1,13.23333333,1.0575,101.51,0.44975,70.3816,-0.4,1.261,6.945,0.0,9.966666667,0.0,0.0,44.176,14.7815,14.938,14.125,9.47,14.333,69.733,0.0,65536.0,8.5,62.75,0.0,0.0,34437.33333,26729.0,65535.0,65535.0,24382.0
2196,0.087,5.333333333,23.253,0.0,0.001,0.0,0.0,0.0,1.8275,294.975,10.2,1.0025,101.676,0.23,80.593,-0.4,1.621666667,6.87,0.0,5.925,0.0,0.0,44.176,14.844,15.0,14.35433333,4.33,8.071,90.405,0.0,65536.0,10.0,63.5,0.0,0.0,33522.0,25946.6,65535.0,65535.0,23987.5
2198,0.087,5.333333333,23.316,0.0,0.0,0.0,0.0,0.0,1.3525,297.075,9.233333333,0.962,101.76,0.193,84.50533333,-0.4,1.081,6.87,0.0,5.3,0.0,0.0,44.176,14.688,15.063,14.438,5.01,9.2075,88.078,0.0,65536.0,10.0,63.0,0.0,0.0,34117.0,26280.0,65535.0,65535.0,24181.5
2199,0.087,4.0,23.3325,0.0,0.0,0.0,0.0,0.0,1.78,287.8,9.333333333,0.983333333,101.7775,0.1886,85.076,-0.36,1.5138,6.875,0.0,5.475,0.0,0.0,44.176,14.563,15.063,14.438,5.02,7.358,90.457,0.0,65536.0,10.0,63.66666667,0.0,0.0,34238.0,26218.5,65535.0,65535.0,24180.0
2201,0.087,5.0,23.3182,0.0,0.0,0.0,0.0,0.0,1.466666667,295.6333333,9.92,1.03,101.842,0.186,84.62625,-0.4,2.703,6.88,0.0,5.6,0.0,0.0,44.176,14.35433333,15.0785,14.438,7.77,9.256666667,88.412,0.0,65536.0,8.75,63.0,0.0,0.0,34409.0,26234.25,65535.0,65535.0,24174.0
2203,0.087,5.0,23.368,111.677,44.655,45.5,0.0,0.0,1.536666667,294.5333333,8.68,1.03,101.86,0.1104,90.562,-0.45,11.62175,6.866,0.0,4.9,0.0,0.0,44.176,14.1565,15.063,14.375,3.625,7.538666667,94.4885,0.0,2690.0,9.75,63.5,0.0,0.0,32239.5,24952.66667,65535.0,65535.0,23205.33333
2216,0.087,6.2,22.98,0.0,0.0,0.0,0.0,0.0,0.523333333,189.625,9.566666667,0.876666667,101.8275,0.31,74.97566667,-0.366666667,1.7836,6.8875,0.0,7.65,0.0,0.0,44.176,14.688,14.969,14.125,4.45,9.6315,78.088,0.0,65536.0,9.0,63.33333333,0.0,0.0,35715.0,27308.0,65535.0,65535.0,25529.33333
2220,0.08675,5.0,23.321,0.0,0.0,0.0,0.0,0.0,1.07,155.2,6.666666667,0.85,101.73,0.12025,85.932,-0.3,16.89175,6.8725,0.0,3.866666667,0.0,0.0,44.176,14.625,15.0,14.313,1.463333333,4.314,93.535,0.0,65536.0,11.0,64.75,0.0,0.0,33223.0,25800.0,65535.0,65535.0,24468.75
2221,0.087,6.0,23.372,0.0,0.0,0.0,0.0,0.0,1.0575,322.0,6.316666667,0.8325,101.71,0.1235,87.09225,-0.4,21.802,6.8775,0.0,3.25,0.0,0.0,44.176,14.5315,15.0,14.313,1.77,4.4245,94.772,0.0,65536.0,11.0,64.5,0.0,0.0,32746.0,25738.0,65535.0,65535.0,24314.85714
2224,0.087,4.714285714,23.42925,0.0,0.0,0.0,0.0,0.0,0.5925,275.4666667,3.583333333,0.7175,101.5883333,0.045,92.348,-0.3,35.40525,6.874,0.0,2.0,0.0,0.0,44.176,14.12533333,15.0,14.313,0.136666667,2.845,97.1324,0.0,65536.0,12.0,64.66666667,0.0,1.0,32712.0,26138.5,65535.0,65535.0,24543.0
2227,0.0866,4.8,23.50383333,92.42633333,73.72125,42.0,0.0,0.0,0.63,312.2,3.666666667,0.723333333,101.5685714,0.05375,91.0975,-0.466666667,44.685,6.9725,0.0,1.466666667,0.0,0.0,44.176,13.771,15.0,14.25,-0.4,1.399333333,98.422,0.0,1029.0,12.0,65.0,1.0,1.333333333,33488.0,26311.25,65535.0,65535.0,24841.5
2229,0.087,5.0,23.40933333,508.284,234.5325,137.0,0.0,0.0,1.728,88.0,12.1,1.155,101.55,0.196666667,83.7868,-0.4,13.60366667,6.9425,0.0,7.533333333,0.0,0.0,44.176,13.5,15.0,14.1565,4.82,5.869,96.834,0.0,55129.2,9.0,63.6,0.0,0.0,36380.5,29671.0,65535.0,65535.0,29354.0
2236,0.087,5.2,22.4195,49.164,41.5725,17.0,0.0,0.0,8.13,129.875,15.625,1.2525,101.1966667,0.5245,70.5405,-0.4,1.351,7.0,0.0,12.46666667,0.0,0.0,44.176,13.375,14.813,13.75,16.19,19.705,58.821,0.0,2179.333333,7.5,62.0,0.0,0.0,48226.0,35016.25,65535.0,65535.0,48427.0
2260,0.087,5.0,22.44,50.13375,23.67675,15.0,0.0,0.0,7.135,78.53333333,16.65,1.62,101.0675,0.297333333,84.64883333,-0.4,1.73,7.0,0.0,13.4,0.0,0.0,44.176,14.469,14.75,14.0315,16.34333333,17.72233333,78.18066667,0.0,1214.5,6.0,61.75,0.0,0.0,39598.0,36646.25,65535.0,65535.0,48898.5
2266,0.087,5.0,22.772,0.0,0.0,0.0,0.0,0.0,6.9325,80.4,16.0,1.611666667,101.31,0.2022,88.8985,-0.6,1.73,7.0,0.0,11.4,0.0,0.0,44.176,14.875,14.875,14.25,13.86,14.956,92.904,0.0,65536.0,5.4,62.0,0.0,0.0,35397.5,26051.5,65535.0,65535.0,25467.0
2284,0.087,5.0,22.7505,4.454,2.802,5.0,0.0,0.0,7.515,81.3,15.525,1.383333333,101.6025,0.381142857,78.2908,-0.6,1.757,7.0,0.0,11.86666667,0.0,0.0,44.176,14.938,15.125,14.563,15.37,15.77875,80.3915,0.0,434.75,6.0,62.0,0.0,0.0,36711.0,30996.5,65535.0,65535.0,29379.33333
2287,0.087,5.0,22.873,0.0,0.0,0.0,0.0,0.0,7.25,75.7,14.2,1.275,101.674,0.346833333,78.897,-0.366666667,1.6895,7.0,0.0,10.375,0.0,0.0,44.176,15.063,15.1565,14.563,14.22,14.461,79.462,0.0,65536.0,4.5,62.0,0.0,0.0,38024.0,29194.33333,65535.0,65535.0,28351.66667
2296,0.087,5.0,23.073,0.0,0.0,0.0,0.0,0.0,5.226666667,93.175,11.36,1.107142857,101.7925,0.230833333,82.7486,-0.25,1.55425,7.0,0.0,8.78,0.0,0.0,44.176,14.9065,15.25,14.688,12.43,13.1605,81.6925,0.0,65536.0,5.5,62.75,0.0,0.0,37702.5,29521.0,65535.0,65535.0,26938.0
2297,0.087,5.2,23.1196,0.0,0.0,0.0,0.0,0.0,4.335,341.7,10.0,1.046666667,101.8175,0.1895,85.065,-0.5,1.622,7.0,0.0,7.8,0.0,0.0,44.176,14.875,15.25,14.688,9.743333333,11.534,84.0185,0.0,65536.0,6.0,63.0,0.0,0.0,36900.0,27990.0,65535.0,65535.0,27308.0
2298,0.087,5.0,23.166,1.17,0.4834,0.0,0.0,0.0,4.38,336.4,9.86,1.028,101.824,0.192333333,85.065,-0.466666667,1.622,7.0,0.0,7.3,0.0,0.0,44.176,14.844,15.25,14.688,8.42,9.598,88.1575,0.0,187.0,7.0,63.0,0.0,0.0,35225.0,26991.0,65535.0,65535.0,26074.5
2299,0.087,4.666666667,23.2175,105.8,21.94,14.0,0.0,0.0,4.89,335.8,10.13333333,1.0325,101.836,0.204666667,83.575,-0.42,1.6895,7.0,0.0,7.35,0.0,0.0,44.176,14.813,15.2815,14.688,9.076666667,9.536666667,87.4895,0.0,1772.0,6.5,63.0,0.0,0.0,35546.66667,26811.0,65535.0,65535.0,26245.33333
2318,0.08625,5.0,23.59325,0.0,0.0,0.0,0.0,0.0,1.446,294.1666667,3.333333333,0.72,101.865,0.054,93.026,-0.375,44.0,5.14,51.2,51.2,51.2,512.0,44.176,14.313,15.25,14.521,0.25,2.144666667,98.99666667,0.0,65536.0,10.0,65.0,8.5,11.0,32416.0,24909.0,65535.0,65535.0,24973.0
2321,0.086666667,5.0,23.651,0.0,0.0,0.0,0.0,0.0,0.9125,240.78,2.12,0.666666667,101.835,0.0462,93.59475,-0.375,49.99975,5.14,51.2,51.2,51.2,512.0,44.176,13.76575,15.188,14.375,0.03,0.971,99.96866667,0.0,65536.0,10.33333333,65.0,17.0,11.5,32993.0,25530.66667,65535.0,65535.0,25740.2
2325,0.087,4.333333333,23.6038,414.5996667,166.3782,130.0,0.0,0.0,1.49,259.44,8.675,1.048,101.945,0.088,92.419,-0.4,16.03633333,5.14,51.2,51.2,51.2,512.0,44.176,13.188,15.10433333,14.125,6.99,6.28825,88.9115,0.0,65536.0,7.666666667,62.75,0.0,0.0,36924.0,30378.5,65535.0,65535.0,34219.75
2350,0.086166667,5.0,23.1826,843.763,343.5436667,259.0,0.0,0.0,4.696666667,60.1,13.75,1.28,102.146,0.322666667,81.216,-0.45,1.622,5.14,51.2,51.2,51.2,512.0,44.176,12.75,14.5,13.438,12.91,15.7465,75.675,0.0,65536.0,6.0,62.0,0.0,0.0,40417.0,34914.0,65535.0,65535.0,36081.2
2356,0.086666667,5.0,22.6735,54.1485,31.48166667,23.5,0.0,0.0,3.655,100.9,13.95,1.072,102.106,0.521285714,68.187,-0.433333333,1.351,5.14,51.2,51.2,51.2,512.0,44.176,13.12525,14.375,13.25,15.32333333,19.492,46.949,0.0,754.5,5.0,61.0,0.0,0.0,62191.0,59552.0,65535.0,65535.0,65535.0
2357,0.0865,5.0,22.819,0.0,0.056,0.0,0.0,0.0,1.253333333,73.05,11.8,0.995,102.1266667,0.327,75.356,-0.3,1.622,5.14,51.2,51.2,51.2,512.0,44.176,13.2815,14.375,13.25,10.39666667,13.345,62.80166667,0.0,32780.5,5.833333333,62.0,0.0,0.0,40242.33333,30920.0,65535.0,65535.0,34798.0
2358,0.086,5.2,22.9215,0.0,0.0,0.0,0.0,0.0,1.246,38.18,9.575,0.954,102.15,0.238,81.36025,-0.333333333,1.982,5.14,51.2,51.2,51.2,512.0,44.176,13.5,14.313,13.25,7.496666667,11.054,76.61133333,0.0,65536.0,7.666666667,63.0,0.0,0.0,37954.0,28482.0,65535.0,65535.0,29136.5
2362,0.087,5.0,23.477,0.0,0.0,0.0,0.0,0.0,0.643333333,293.2,4.425,0.775,102.165,0.074666667,90.941,-0.4,25.676,5.14,51.2,51.2,51.2,512.0,44.176,13.563,14.313,13.375,2.165,3.462666667,94.861,0.0,65536.0,9.75,64.8,4.0,7.0,33702.0,25440.0,65535.0,65535.0,26405.0
2363,0.08675,5.0,23.5155,0.0,0.0,0.0,0.0,0.0,0.555,285.0,3.35,0.7325,102.1475,0.063333333,93.44033333,-0.366666667,31.7565,5.14,51.2,51.2,51.2,512.0,44.176,13.5315,14.313,13.438,1.93,2.626,96.159,0.0,65536.0,9.833333333,64.4,5.5,7.0,32950.25,24899.4,65535.0,65535.0,26262.71429
2371,0.086,5.0,23.75875,106.241,51.40733333,12.66666667,0.0085,0.0,0.365,211.1666667,0.2,0.605,102.1275,0.021333333,96.8625,-0.3,29.25675,5.14,51.2,76.7,51.2,512.0,44.176,12.594,14.313,13.313,-1.59,-0.669,100.017,0.0,3096.0,10.0,65.0,51.5,58.0,32903.0,25480.0,65535.0,65535.0,26746.66667
2375,0.086,5.2,23.4455,902.1105,353.3528,314.25,0.0,0.0,4.25,116.7,15.75,1.18,102.1625,0.635,65.90566667,-0.55,1.467142857,5.14,51.2,51.2,51.2,512.0,44.176,12.0,14.25,13.094,15.19,16.894,61.33833333,0.0,10402.0,5.333333333,61.25,0.0,0.0,41924.0,35153.0,65535.0,65535.0,38934.0
2380,0.08625,5.0,22.70466667,47.1564,20.50566667,11.33333333,0.0,0.0,3.541666667,103.3666667,14.55,1.1,102.225,0.576571429,66.5778,-0.466666667,1.351,5.14,51.2,51.2,51.2,512.0,44.176,12.3125,14.063,12.813,16.69,21.601,38.94833333,0.0,2613.0,5.0,61.0,0.0,0.0,62515.0,65212.0,65535.0,65535.0,65535.0
2382,0.086166667,5.0,22.94925,0.0,0.0,0.0,0.0,0.0,1.556666667,53.3,9.62,0.9975,102.3016667,0.2005,82.734,-0.35,2.36475,5.14,51.2,51.2,51.2,512.0,44.176,12.688,14.0,12.75,7.54,10.4215,74.62125,0.0,65536.0,7.333333333,63.0,0.0,1.0,33835.0,24747.0,65535.0,65535.0,26344.5
2384,0.08675,5.25,23.231,0.0,0.0,0.0,0.0,0.0,1.39,35.32,8.325,0.97,102.3,0.13125,88.08057143,-0.4,10.649,5.14,51.2,51.2,51.2,512.0,44.176,12.896,13.938,12.813,5.696666667,7.75725,89.999,0.0,65536.0,7.5,64.0,2.0,7.0,32846.0,23891.5,65535.0,65535.0,25649.0
2385,0.08625,4.75,23.308,0.0,0.0,0.0,0.0,0.0,1.155,268.0,7.55,0.94,102.3285714,0.1042,90.017,-0.366666667,24.189,5.14,51.2,51.2,51.2,512.0,44.176,12.938,13.938,12.813,5.323333333,6.795,92.006,0.0,65536.0,7.666666667,63.5,11.66666667,24.5,30278.5,22661.33333,65535.0,65535.0,24571.5
2387,0.086,5.2,23.5385,0.0,0.0,0.0,0.00425,0.0,0.82,290.75,5.7,0.8325,102.345,0.0695,92.3372,-0.333333333,40.473,5.14,51.2,51.2,51.2,512.0,44.176,12.938,13.938,12.875,3.33,4.1095,96.922,0.0,65536.0,9.5,65.0,14.0,23.66666667,31164.0,23078.0,65535.0,65535.0,24956.0
2388,0.0865,5.0,23.592,0.0,0.0,0.0,0.0,0.0,0.713333333,327.4,5.1,0.805,102.36,0.06,92.22325,-0.32,47.413,5.14,51.2,51.2,51.2,512.0,44.176,12.83366667,13.938,12.92225,2.6,3.316333333,97.441,0.0,65536.0,9.75,65.0,16.5,21.5,29886.5,22652.0,65535.0,65535.0,24575.0
2390,0.0865,5.0,23.675,0.0,0.0,0.0,0.0,0.0,0.663333333,208.4333333,3.925,0.75,102.36,0.059,92.464,-0.325,56.17116667,5.14,51.2,51.2,51.2,512.0,44.176,12.688,13.938,12.938,1.09,2.171333333,99.10466667,0.0,65536.0,10.0,64.0,22.5,25.0,30605.0,23208.0,65535.0,65535.0,25321.66667
2393,0.086,5.166666667,23.731,0.0,0.0,0.0,0.0,0.0,0.336666667,163.85,1.925,0.671666667,102.33,0.02975,96.1475,-0.325,24.3782,5.14,51.2,51.2,51.2,512.0,44.176,12.33366667,13.938,12.938,0.17,0.749,100.06,0.0,65536.0,10.0,64.0,55.66666667,40.5,30879.0,23786.0,65535.0,65535.0,25626.0
2394,0.086,5.5,23.726,5.6785,0.37975,0.5,0.0,0.0,0.66,314.9,2.925,0.603333333,102.3416667,0.2125,97.027,-0.35,13.446,5.14,51.2,51.2,51.2,512.0,44.176,12.219,13.938,12.875,1.69,0.375,100.811,0.0,10.0,10.0,64.0,59.0,42.0,30118.5,23593.0,65535.0,65535.0,25183.5
2398,0.086,5.0,23.4842,291.5613333,111.8985,81.5,0.0,0.0,2.73,294.5333333,9.666666667,1.1,102.52,0.093,89.70566667,-0.2,2.162,5.14,51.2,51.2,51.2,512.0,44.176,11.79725,13.875,12.719,8.47,9.024,91.22933333,0.0,12894.0,7.0,62.33333333,54.33333333,0.0,32296.5,25684.5,65535.0,65535.0,30395.5
2399,0.086,5.25,23.393,340.018,148.5195,115.25,0.0,0.0,4.186666667,291.975,11.375,1.1225,102.5533333,0.2208,83.72875,-0.4,1.6895,5.14,51.2,51.2,51.2,512.0,44.176,11.75,13.83366667,12.688,10.13,10.3955,85.094,0.0,32207.66667,7.0,63.0,0.333333333,0.0,35328.0,28487.66667,65535.0,65535.0,34180.33333
2416,0.0854,4.857142857,23.4404,0.0,0.0,0.0,0.0,0.0,2.91,321.0,9.02,1.058571429,102.765,0.08775,92.3225,-0.4,7.2975,5.14,51.2,51.2,51.2,512.0,44.176,12.25,13.563,12.5,7.17,8.54025,97.415,0.0,65536.0,6.75,62.66666667,9.75,23.33333333,30606.0,22303.75,65535.0,65535.0,24478.66667
2420,0.0866,5.0,23.50625,302.22,152.06025,81.4,0.0,0.0,3.541428571,224.5666667,9.466666667,1.115,102.8916667,0.079,92.818,-0.4,1.9595,5.14,51.2,51.2,51.2,512.0,44.176,12.188,13.5,12.5,7.27,8.186,97.313,0.0,35810.0,6.75,62.0,0.0,0.0,31607.5,24120.0,65535.0,65535.0,25519.66667
2423,0.086666667,5.0,23.3895,378.6536667,154.0585,109.0,0.0,0.0,6.54,6.9,11.8,1.196,102.94,0.1982,85.72775,-0.7,1.784,7.188,77.0,72.7,68.4,727.0,44.176,12.125,13.563,12.5,11.7,12.366,85.797,0.0,14276.0,5.666666667,62.5,0.0,0.0,38112.0,28037.5,65535.0,65535.0,32578.0
2456,0.086,5.2,23.49025,0.0,0.0,0.0,0.0,0.0,1.468571429,309.1714286,6.825,0.8775,102.6425,0.117333333,88.15433333,-0.3,28.378,7.7,77.0,77.0,77.0,770.0,44.176,12.063,13.188,12.063,-6.31,5.606,92.718,0.0,65536.0,8.0,63.0,4.0,18.0,28518.0,19234.0,65535.0,65535.0,23176.0
2459,0.085333333,6.0,23.70883333,0.0,0.0,0.0,0.0085,0.0,0.8475,227.7325,4.2,0.775,102.605,0.054,94.324,-0.35,48.8515,7.7,77.0,77.0,77.0,770.0,44.176,11.938,13.188,12.125,-3.51,2.7825,98.538,0.0,65536.0,8.6,64.0,3.0,38.75,25804.0,19940.5,65535.0,65535.0,22565.0
2487,0.086,4.6,23.2892,0.0,0.0,0.0,0.0,0.0,2.36,272.85,7.333333333,0.93,102.084,0.0962,90.67,-0.333333333,1.892,7.7,77.0,77.0,77.0,770.0,44.176,11.063,12.75,11.563,5.68,7.155,94.066,0.0,65536.0,7.0,63.0,0.0,0.0,31678.0,22354.5,65535.0,65535.0,25787.0
2503,0.086,4.6,22.92225,0.0,0.0,0.0,0.0,0.0,0.646666667,250.0666667,9.466666667,0.985,101.444,0.195666667,83.517,-0.3,1.757,7.7,77.0,77.0,77.0,770.0,44.176,11.375,12.58366667,11.45866667,7.65,9.417666667,85.041,0.0,65536.0,6.0,62.75,0.0,0.0,34100.0,24577.66667,65535.0,65535.0,28941.33333
2506,0.086,6.0,22.97433333,0.0,0.0,0.0,0.0,0.0,1.012,215.5,9.275,0.99,101.295,0.179666667,84.94366667,-0.35,1.892,7.7,77.0,77.0,77.0,770.0,44.17604,11.438,12.563,11.5,6.25,8.503333333,88.7085,0.0,65536.0,6.666666667,62.33333333,0.0,0.0,33411.66667,23965.5,65535.0,65535.0,28465.33333
2514,0.086,5.0,23.3035,0.0874,0.08425,0.0,0.0,0.0,1.445,314.14,1.15,0.61,100.7433333,0.0568,90.899,-0.25,46.689,7.7,77.0,77.0,77.0,770.0,44.176,11.188,12.625,11.625,-5.61,-0.225,99.3995,0.0,32768.5,10.0,64.0,11.5,18.66666667,27814.5,20923.0,65535.0,65535.0,24954.0
2524,0.085666667,5.0,22.585,27.84083333,16.38533333,15.0,0.0,0.0,2.04,294.75,10.71666667,1.005,100.284,0.23875,80.66666667,-0.4,1.757,7.7,77.0,77.0,77.0,770.0,44.176,10.688,12.5,11.313,-1.29,15.5065,62.01733333,0.0,994.6666667,5.666666667,61.5,0.0,0.0,54725.0,62674.5,65535.0,65535.0,65535.0
2531,0.0858,5.333333333,23.05916667,0.0,0.00025,0.0,0.0,0.0,1.017142857,188.14,3.3,0.72,100.19,0.050571429,93.35175,-0.366666667,40.4324,7.7,77.0,77.0,77.0,770.0,44.176,10.875,12.438,11.25,-0.49,1.8705,99.2395,0.0,65536.0,10.0,63.0,11.0,12.0,27661.0,20867.0,65535.0,65535.0,25693.5
2543,0.086,5.0,22.5185,415.566,216.9125,209.2,0.0,0.0,6.73,183.5,17.26666667,1.333333333,99.615,0.636666667,67.013,-0.4,1.531666667,7.7,77.0,77.0,77.0,770.0,44.176,10.0785,12.25,11.0,5.44,16.707,64.57633333,0.0,41811.0,5.0,61.0,0.0,0.0,42008.5,43739.66667,65535.0,65535.0,58042.0
2550,0.086,5.0,22.38666667,0.0,0.0,0.0,0.0,0.0,8.914,256.6,11.96,1.13,99.785,0.268,81.02225,-0.375,1.622,7.7,77.0,77.0,77.0,770.0,44.176,10.771,12.10433333,10.875,-0.77,12.14,82.418,0.0,65536.0,4.666666667,61.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
2560,0.086,5.2,22.8265,0.0,0.002666667,0.0,0.0,0.0,1.525,163.7333333,8.1,0.963333333,100.2766667,0.11475,89.3875,-0.4,1.892,7.7,77.0,77.0,77.0,770.0,44.176,11.125,12.1628,11.188,6.79,7.529666667,92.87066667,0.0,65536.0,5.75,62.66666667,0.0,0.0,43124.0,33703.66667,65535.0,65535.0,42820.5
2603,0.086,5.2,22.7742,0.006666667,0.0,0.0,0.005666667,0.0,7.73,70.93333333,12.625,1.39,101.225,0.073,95.18425,-0.4,16.39666667,7.7,77.0,77.0,77.0,770.0,44.176,12.938,12.813,12.25,12.03,12.292,96.81666667,0.0,65536.0,3.0,61.66666667,14.0,29.33333333,65535.0,61013.5,65535.0,65535.0,65535.0
2631,0.085666667,5.0,22.9724,0.0,0.0,0.0,0.0085,0.0,3.4575,66.45,8.74,1.07,100.542,0.0564,95.2235,-0.333333333,21.6216,7.7,77.0,77.0,77.0,770.0,44.176,12.75,13.313,12.688,7.64,7.803,99.59,0.0,65536.0,5.0,63.0,11.25,13.0,65535.0,65535.0,65535.0,65535.0,65535.0
2636,0.0855,4.5,22.5945,126.8853333,60.701,44.33333333,0.0,0.0,7.2575,139.45,15.23333333,1.428,100.0575,0.315,80.23333333,-0.3,1.892,7.7,77.0,77.0,77.0,770.0,44.176,12.375,13.313,12.594,10.92333333,13.017,98.968,0.0,4860.0,2.5,61.5,1.5,0.0,65535.0,64536.0,65535.0,65535.0,65535.0
2638,0.086,5.0,22.455,200.5116667,97.368,61.0,0.0,0.0,8.5625,151.3333333,16.575,1.496666667,99.985,0.37,79.6634,-0.35,5.243,7.7,77.0,77.0,77.0,770.0,44.176,12.375,13.313,12.51575,11.46333333,14.0575,92.702,0.0,65536.0,3.0,62.0,18.33333333,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
2644,0.086,5.0,22.47625,5.8398,2.336,1.5,0.005666667,0.0,5.47,265.9333333,7.766666667,0.956,100.2075,0.10275,90.449,-0.35,1.9595,7.7,77.0,77.0,77.0,770.0,44.176,12.813,13.25,12.438,7.65,8.989333333,93.841,0.0,391.3333333,4.333333333,62.5,4.666666667,0.0,65535.0,59332.0,65535.0,65535.0,65535.0
2645,0.085833333,5.0,22.64775,0.0,0.0,0.0,0.311666667,0.0,4.26,280.7,7.0,0.94,100.2733333,0.077,92.04216667,-0.42,42.61266667,7.7,77.0,77.0,77.0,770.0,44.176,12.844,13.25,12.438,6.39,7.682,95.218,0.0,32769.0,4.0,63.0,0.0,16.66666667,65535.0,62014.5,65535.0,65535.0,65535.0
2666,0.086,5.0,22.6395,376.5446667,88.423,217.0,0.0,0.0,2.925,184.3,10.96666667,0.926666667,100.9075,0.373,70.748,-0.5,1.351,7.7,77.0,77.0,77.0,770.0,44.175975,11.688,13.188,12.188,-6.66,13.003,64.259,0.0,47895.0,3.333333333,61.66666667,0.0,0.0,65535.0,64507.33333,65535.0,65535.0,65535.0
2667,0.0855,4.4,22.606,142.7265,65.091,123.3333333,0.0,0.0,3.806,185.3333333,10.85,0.915,100.94,0.3865,70.33866667,-0.4,1.531666667,7.7,77.0,77.0,77.0,770.0,44.176,11.75,13.125,12.125,-9.4,14.8695,51.508,0.0,65536.0,3.666666667,62.33333333,0.0,0.0,65535.0,65072.85714,65535.0,65535.0,65535.0
2677,0.0846,5.25,23.087,0.0,0.0,0.0,0.0,0.0,4.036666667,117.825,9.925,1.06,100.68,0.15375,87.56175,-0.4,1.892,7.7,77.0,77.0,77.0,770.0,44.176,11.625,12.9845,12.01575,0.8,7.202,95.61,0.0,65536.0,5.5,63.5,0.0,0.0,65535.0,63674.66667,65535.0,65535.0,65535.0
2683,0.0855,4.6,22.607,5.5672,2.996666667,1.5,0.0085,0.0,7.71,123.3333333,13.54,1.3375,100.3,0.2142,86.66266667,-0.75,16.6215,7.7,77.0,77.0,77.0,770.0,44.176,11.25,12.938,11.844,10.32333333,12.354,96.0,0.0,157.0,6.0,62.0,9.0,5.25,23367.0,16754.0,40904.0,54821.33333,22538.0
2691,0.085,5.0,22.28033333,181.204,66.58,82.0,0.028333333,0.0,5.734,153.775,14.3,1.474,100.0033333,0.1572,90.4685,-0.425,28.649,7.7,77.0,77.0,77.0,770.0,44.176,11.688,12.70866667,11.688,12.99,13.4275,96.153,0.0,6104.0,4.0,62.0,16.0,2.666666667,26786.33333,27492.0,45188.0,56893.0,41138.33333
2699,0.08525,4.857142857,22.64933333,0.0,0.0,0.0,0.0,0.0,1.34,257.3,11.525,1.22,100.2066667,0.1058,91.4272,-0.5,7.5675,7.7,77.0,77.0,77.0,770.0,44.176,12.125,12.719,11.875,5.06,10.6995,97.395,0.0,65536.0,3.333333333,61.66666667,0.0,0.0,31479.5,29974.0,53991.5,63813.0,43394.5
2712,0.08575,5.25,22.5705,256.55425,100.047,95.0,0.0,0.0,4.4975,281.6,11.5,1.12,100.45,0.245,82.05,-0.5,1.757,7.7,77.0,77.0,77.0,770.0,44.176,11.938,12.813,11.938,9.415,12.66825,82.681,0.0,13844.0,3.75,62.0,0.0,0.0,39234.0,33465.0,60662.0,64896.5,47177.0
2714,0.0855,5.0,22.5645,129.268,54.53233333,47.0,0.0,0.0,5.475,279.75,11.7,1.12,100.4666667,0.254,81.57133333,-0.275,1.802,7.7,77.0,77.0,77.0,770.0,44.176,11.9535,12.813,11.938,9.04,12.155,81.7116,0.0,6383.5,3.666666667,62.25,0.0,0.0,33769.33333,31816.75,57804.5,60479.5,40939.66667
